stt,bm25_retrieved,bm25_hit@1,bm25_recall@1,bm25_hit@3,bm25_recall@3,bm25_hit@5,bm25_recall@5,bm25_hit@10,bm25_recall@10,bm25_hit@20,bm25_recall@20,bm25_hit@30,bm25_recall@30,bm25_mrr,tfidf_retrieved,tfidf_hit@1,tfidf_recall@1,tfidf_hit@3,tfidf_recall@3,tfidf_hit@5,tfidf_recall@5,tfidf_hit@10,tfidf_recall@10,tfidf_hit@20,tfidf_recall@20,tfidf_hit@30,tfidf_recall@30,tfidf_mrr,keyword_retrieved,keyword_hit@1,keyword_recall@1,keyword_hit@3,keyword_recall@3,keyword_hit@5,keyword_recall@5,keyword_hit@10,keyword_recall@10,keyword_hit@20,keyword_recall@20,keyword_hit@30,keyword_recall@30,keyword_mrr,semantic_retrieved,semantic_hit@1,semantic_recall@1,semantic_hit@3,semantic_recall@3,semantic_hit@5,semantic_recall@5,semantic_hit@10,semantic_recall@10,semantic_hit@20,semantic_recall@20,semantic_hit@30,semantic_recall@30,semantic_mrr
356,"[""168-2025-ND:d100"", ""59-2020-QH14:d4"", ""168-2025-ND:d124"", ""168-2025-ND:d46"", ""01-2021-ND:d75"", ""168-2025-ND:d11"", ""168-2025-ND:d40"", ""168-2025-ND:d69"", ""23-2022-ND:d6"", ""89-2024-ND:d11""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d40"", ""168-2025-ND:d100"", ""168-2025-ND:d46"", ""01-2021-ND:d47"", ""168-2025-ND:d123"", ""168-2025-ND:d27"", ""01-2021-ND:d75"", ""01-2021-ND:d90"", ""01-2021-ND:d27"", ""168-2025-ND:d109""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d54"", ""89-2024-ND:d7"", ""168-2025-ND:d69"", ""89-2024-ND:d11"", ""168-2025-ND:d121"", ""168-2025-ND:d46"", ""168-2025-ND:d71"", ""168-2025-ND:d23"", ""168-2025-ND:d51"", ""168-2025-ND:d29""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""01-2021-ND:d47"", ""168-2025-ND:d40"", ""89-2024-ND:d8"", ""59-2020-QH14:d42"", ""89-2024-ND:d4"", ""168-2025-ND:d87"", ""168-2025-ND:d46"", ""01-2021-ND:d53"", ""01-2021-ND:d98"", ""59-2020-QH14:d78""]",0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.25
359,"[""168-2025-ND:d51"", ""59-2020-QH14:d31"", ""01-2021-ND:d58"", ""59-2020-QH14:d127"", ""59-2020-QH14:d115"", ""168-2025-ND:d26"", ""59-2020-QH14:d122"", ""59-2020-QH14:d141"", ""59-2020-QH14:d176"", ""59-2020-QH14:d135""]",0,0.0,0,0.0,1,0.3333,1,0.6667,1,0.6667,1,0.6667,0.25,"[""01-2021-ND:d58"", ""168-2025-ND:d51"", ""59-2020-QH14:d122"", ""59-2020-QH14:d127"", ""59-2020-QH14:d120"", ""59-2020-QH14:d31"", ""59-2020-QH14:d22"", ""59-2020-QH14:d111"", ""59-2020-QH14:d141"", ""168-2025-ND:d46""]",0,0.0,1,0.3333,1,0.6667,1,0.6667,1,0.6667,1,0.6667,0.3333,"[""01-2021-ND:d58"", ""168-2025-ND:d51"", ""168-2025-ND:d54"", ""01-2021-ND:d57"", ""01-2021-ND:d60"", ""168-2025-ND:d50"", ""168-2025-ND:d69"", ""168-2025-ND:d43"", ""59-2020-QH14:d115"", ""59-2020-QH14:d141""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,0.0476,"[""01-2021-ND:d57"", ""168-2025-ND:d50"", ""168-2025-ND:d51"", ""01-2021-ND:d58"", ""59-2020-QH14:d133"", ""59-2020-QH14:d132"", ""59-2020-QH14:d118"", ""59-2020-QH14:d117"", ""59-2020-QH14:d119"", ""59-2020-QH14:d125""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,1,0.6667,0.0588
365,"[""59-2020-QH14:d31"", ""168-2025-ND:d51"", ""01-2021-ND:d58"", ""168-2025-ND:d54"", ""59-2020-QH14:d149"", ""168-2025-ND:d43"", ""59-2020-QH14:d148"", ""59-2020-QH14:d127"", ""01-2021-ND:d28"", ""01-2021-ND:d60""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0.125,"[""01-2021-ND:d58"", ""01-2021-ND:d45"", ""168-2025-ND:d51"", ""59-2020-QH14:d31"", ""01-2021-ND:d57"", ""59-2020-QH14:d22"", ""01-2021-ND:d60"", ""59-2020-QH14:d120"", ""168-2025-ND:d54"", ""168-2025-ND:d56""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0833,"[""168-2025-ND:d43"", ""01-2021-ND:d50"", ""168-2025-ND:d54"", ""01-2021-ND:d60"", ""168-2025-ND:d51"", ""01-2021-ND:d58"", ""168-2025-ND:d69"", ""44-2025-ND:d29"", ""59-2020-QH14:d14"", ""01-2021-ND:d57""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,0.04,"[""59-2020-QH14:d118"", ""59-2020-QH14:d149"", ""168-2025-ND:d50"", ""01-2021-ND:d58"", ""59-2020-QH14:d132"", ""01-2021-ND:d54"", ""01-2021-ND:d57"", ""59-2020-QH14:d148"", ""59-2020-QH14:d135"", ""59-2020-QH14:d133""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
366,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""59-2020-QH14:d164"", ""168-2025-ND:d43"", ""59-2020-QH14:d71"", ""16-2023-ND:d14"", ""168-2025-ND:d74"", ""59-2020-QH14:d155"", ""01-2021-ND:d50"", ""168-2025-ND:d52""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""23-2022-ND:d23"", ""168-2025-ND:d52"", ""168-2025-ND:d19"", ""168-2025-ND:d4"", ""168-2025-ND:d57"", ""59-2020-QH14:d71"", ""59-2020-QH14:d4"", ""168-2025-ND:d18"", ""168-2025-ND:d74"", ""16-2023-ND:d14""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d54"", ""168-2025-ND:d43"", ""168-2025-ND:d52"", ""59-2020-QH14:d12"", ""01-2021-ND:d50"", ""23-2022-ND:d51"", ""01-2021-ND:d60"", ""59-2020-QH14:d71"", ""168-2025-ND:d15"", ""168-2025-ND:d69""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0.0333,"[""168-2025-ND:d70"", ""01-2021-ND:d50"", ""59-2020-QH14:d31"", ""16-2023-ND:d15"", ""168-2025-ND:d43"", ""59-2020-QH14:d30"", ""01-2021-ND:d76"", ""168-2024-ND-CP:d51"", ""168-2025-ND:d123"", ""47-2021-ND:d34""]",0,0.0,1,0.25,1,0.25,1,0.5,1,0.5,1,0.5,0.3333
370,"[""168-2024-ND-CP:d26"", ""59-2020-QH14:d4"", ""100-2019-ND-CP:d28"", ""23-2022-ND:d23"", ""36-2024-QH15:d10"", ""44-2025-ND:d4"", ""36-2024-QH15:d31"", ""168-2024-ND-CP:d20"", ""16-2023-ND:d7"", ""168-2024-ND-CP:d47""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""59-2020-QH14:d4"", ""23-2022-ND:d23"", ""168-2025-ND:d87"", ""01-2021-ND:d86"", ""36-2024-QH15:d10"", ""168-2025-ND:d90"", ""168-2024-ND-CP:d26"", ""44-2025-ND:d4"", ""168-2025-ND:d111"", ""59-2020-QH14:d7""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0385,"[""168-2025-ND:d87"", ""01-2021-ND:d8"", ""168-2025-ND:d8"", ""168-2025-ND:d71"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d120"", ""168-2025-ND:d66"", ""168-2025-ND:d15"", ""168-2025-ND:d107"", ""16-2023-ND:d8""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d87"", ""01-2021-ND:d86"", ""59-2020-QH14:d42"", ""168-2025-ND:d116"", ""01-2021-ND:d14"", ""01-2021-ND:d36"", ""01-2021-ND:d83"", ""01-2021-ND:d66"", ""01-2021-ND:d91"", ""168-2025-ND:d20""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
376,"[""89-2024-ND:d13"", ""168-2025-ND:d23"", ""01-2021-ND:d62"", ""168-2025-ND:d56"", ""01-2021-ND:d17"", ""168-2025-ND:d71"", ""168-2025-ND:d64"", ""59-2020-QH14:d191"", ""168-2025-ND:d66"", ""59-2020-QH14:d124""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""59-2020-QH14:d191"", ""01-2021-ND:d62"", ""168-2025-ND:d56"", ""89-2024-ND:d13"", ""168-2025-ND:d6"", ""01-2021-ND:d6"", ""01-2021-ND:d72"", ""89-2024-ND:d12"", ""01-2021-ND:d31"", ""168-2025-ND:d36""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0588,"[""168-2025-ND:d30"", ""01-2021-ND:d31"", ""01-2021-ND:d62"", ""168-2025-ND:d121"", ""168-2025-ND:d71"", ""168-2025-ND:d56"", ""168-2025-ND:d66"", ""01-2021-ND:d29"", ""01-2021-ND:d6"", ""168-2025-ND:d120""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0833,"[""01-2021-ND:d47"", ""89-2024-ND:d13"", ""168-2025-ND:d40"", ""168-2025-ND:d24"", ""59-2020-QH14:d191"", ""168-2025-ND:d46"", ""01-2021-ND:d77"", ""59-2020-QH14:d19"", ""168-2025-ND:d47"", ""89-2024-ND:d12""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
380,"[""100-2019-ND-CP:d11"", ""36-2024-QH15:d9"", ""168-2024-ND-CP:d12"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d48"", ""36-2024-QH15:d27""]",0,0.0,1,0.1667,1,0.1667,1,0.1667,1,0.5,1,0.5,0.5,"[""100-2019-ND-CP:d11"", ""36-2024-QH15:d80"", ""36-2024-QH15:d28"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d48"", ""168-2024-ND-CP:d12"", ""36-2024-QH15:d9"", ""36-2024-QH15:d83"", ""36-2024-QH15:d45"", ""168-2024-ND-CP:d6""]",0,0.0,1,0.1667,1,0.1667,1,0.3333,1,0.3333,1,0.5,0.5,"[""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d21"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d31"", ""168-2024-ND-CP:d13"", ""36-2024-QH15:d80"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d24"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d47""]",0,0.0,1,0.1667,1,0.1667,1,0.3333,1,0.3333,1,0.3333,0.5,"[""36-2024-QH15:d29"", ""168-2024-ND-CP:d21"", ""100-2019-ND-CP:d24"", ""100-2019-ND-CP:d3"", ""36-2024-QH15:d76"", ""36-2024-QH15:d51"", ""36-2024-QH15:d52"", ""36-2024-QH15:d69"", ""36-2024-QH15:d28"", ""168-2024-ND-CP:d15""]",0,0.0,1,0.1667,1,0.1667,1,0.1667,1,0.5,1,0.5,0.5
381,"[""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d16"", ""100-2019-ND-CP:d28"", ""168-2024-ND-CP:d48"", ""100-2019-ND-CP:d16"", ""100-2019-ND-CP:d80"", ""100-2019-ND-CP:d82"", ""100-2019-ND-CP:d37"", ""100-2019-ND-CP:d21""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0.0714,"[""100-2019-ND-CP:d82"", ""168-2024-ND-CP:d48"", ""100-2019-ND-CP:d80"", ""168-2024-ND-CP:d30"", ""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d14"", ""168-2024-ND-CP:d29"", ""100-2019-ND-CP:d21"", ""168-2024-ND-CP:d16"", ""168-2024-ND-CP:d47""]",0,0.0,0,0.0,0,0.0,1,0.25,1,0.5,1,0.5,0.1667,"[""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d18"", ""100-2019-ND-CP:d17"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d14"", ""168-2024-ND-CP:d16"", ""168-2024-ND-CP:d17""]",0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0.125,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d46"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d21"", ""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d15"", ""100-2019-ND-CP:d37"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d43""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0.0385
382,"[""168-2024-ND-CP:d26"", ""168-2024-ND-CP:d27"", ""100-2019-ND-CP:d31"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d37"", ""168-2024-ND-CP:d39"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6667,0.0417,"[""36-2024-QH15:d10"", ""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d29"", ""168-2024-ND-CP:d30"", ""36-2024-QH15:d62"", ""100-2019-ND-CP:d31"", ""168-2024-ND-CP:d19"", ""100-2019-ND-CP:d27"", ""168-2024-ND-CP:d25"", ""100-2019-ND-CP:d18""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""100-2019-ND-CP:d16"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d19"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d16"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""168-2024-ND-CP:d9"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.04,"[""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d34"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d16"", ""100-2019-ND-CP:d18"", ""168-2024-ND-CP:d17"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d33""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.5
383,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d26"", ""36-2024-QH15:d10"", ""168-2024-ND-CP:d3"", ""168-2024-ND-CP:d20"", ""36-2024-QH15:d30"", ""168-2024-ND-CP:d32"", ""100-2019-ND-CP:d31"", ""36-2024-QH15:d31""]",0,0.0,0,0.0,0,0.0,1,0.25,1,0.75,1,1.0,0.125,"[""168-2024-ND-CP:d27"", ""36-2024-QH15:d10"", ""36-2024-QH15:d46"", ""100-2019-ND-CP:d82"", ""100-2019-ND-CP:d22"", ""168-2024-ND-CP:d26"", ""168-2024-ND-CP:d1"", ""168-2024-ND-CP:d48"", ""36-2024-QH15:d59"", ""168-2024-ND-CP:d19""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0909,"[""168-2024-ND-CP:d27"", ""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d21"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d14"", ""168-2024-ND-CP:d18"", ""168-2025-ND:d50""]",0,0.0,1,0.25,1,0.25,1,0.5,1,0.5,1,0.5,0.5,"[""168-2024-ND-CP:d27"", ""100-2019-ND-CP:d18"", ""168-2024-ND-CP:d17"", ""168-2024-ND-CP:d34"", ""100-2019-ND-CP:d16"", ""36-2024-QH15:d37"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d22"", ""168-2024-ND-CP:d18""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0769
384,"[""36-2024-QH15:d11"", ""36-2024-QH15:d15"", ""36-2024-QH15:d14"", ""36-2024-QH15:d27"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""36-2024-QH15:d24"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d47"", ""23-2022-ND:d23""]",1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,1,1.0,1.0,"[""36-2024-QH15:d15"", ""36-2024-QH15:d11"", ""36-2024-QH15:d14"", ""23-2022-ND:d23"", ""36-2024-QH15:d27"", ""59-2020-QH14:d4"", ""36-2024-QH15:d24"", ""100-2019-ND-CP:d47"", ""36-2024-QH15:d36"", ""168-2024-ND-CP:d7""]",0,0.0,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,0.5,"[""168-2025-ND:d50"", ""01-2021-ND:d19"", ""168-2025-ND:d51"", ""36-2024-QH15:d11"", ""59-2020-QH14:d67"", ""168-2025-ND:d86"", ""168-2025-ND:d15"", ""36-2024-QH15:d55"", ""01-2021-ND:d18"", ""168-2025-ND:d14""]",0,0.0,0,0.0,1,0.5,1,0.5,1,1.0,1,1.0,0.25,"[""36-2024-QH15:d20"", ""36-2024-QH15:d24"", ""36-2024-QH15:d26"", ""36-2024-QH15:d19"", ""36-2024-QH15:d16"", ""36-2024-QH15:d21"", ""168-2024-ND-CP:d15"", ""100-2019-ND-CP:d39"", ""36-2024-QH15:d32"", ""36-2024-QH15:d22""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0909
385,"[""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d60"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d50"", ""168-2024-ND-CP:d8""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.6667,0.3333,"[""168-2024-ND-CP:d50"", ""100-2019-ND-CP:d60"", ""100-2019-ND-CP:d36"", ""36-2024-QH15:d58"", ""168-2024-ND-CP:d5"", ""59-2020-QH14:d72"", ""168-2024-ND-CP:d25"", ""100-2019-ND-CP:d8"", ""36-2024-QH15:d10"", ""100-2019-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0476,"[""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d60"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d12"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d7""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1.0,"[""36-2024-QH15:d33"", ""36-2024-QH15:d16"", ""36-2024-QH15:d17"", ""100-2019-ND-CP:d17"", ""36-2024-QH15:d81"", ""36-2024-QH15:d76"", ""100-2019-ND-CP:d6"", ""36-2024-QH15:d13"", ""168-2024-ND-CP:d8"", ""36-2024-QH15:d66""]",1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.6667,1,0.6667,1.0
386,"[""168-2024-ND-CP:d18"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d21"", ""100-2019-ND-CP:d81"", ""168-2024-ND-CP:d32"", ""100-2019-ND-CP:d6"", ""36-2024-QH15:d9"", ""168-2024-ND-CP:d6""]",0,0.0,0,0.0,0,0.0,1,0.4,1,0.6,1,0.6,0.1429,"[""100-2019-ND-CP:d81"", ""168-2024-ND-CP:d18"", ""100-2019-ND-CP:d21"", ""59-2020-QH14:d99"", ""01-2021-ND:d24"", ""168-2024-ND-CP:d48"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d5"", ""100-2019-ND-CP:d82"", ""168-2024-ND-CP:d22""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2024-ND-CP:d32"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d12"", ""168-2024-ND-CP:d13"", ""168-2024-ND-CP:d21"", ""168-2024-ND-CP:d14"", ""100-2019-ND-CP:d23"", ""168-2025-ND:d54""]",1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1.0,"[""168-2024-ND-CP:d34"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d35"", ""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d16"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d17"", ""100-2019-ND-CP:d25""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,0.0667
387,"[""100-2019-ND-CP:d37"", ""168-2024-ND-CP:d20"", ""168-2024-ND-CP:d1"", ""168-2024-ND-CP:d24"", ""100-2019-ND-CP:d17"", ""100-2019-ND-CP:d21"", ""100-2019-ND-CP:d81"", ""168-2024-ND-CP:d39"", ""100-2019-ND-CP:d22"", ""100-2019-ND-CP:d32""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.75,0.0769,"[""100-2019-ND-CP:d22"", ""168-2024-ND-CP:d1"", ""100-2019-ND-CP:d1"", ""168-2024-ND-CP:d33"", ""100-2019-ND-CP:d32"", ""168-2024-ND-CP:d24"", ""168-2024-ND-CP:d45"", ""100-2019-ND-CP:d17"", ""100-2019-ND-CP:d37"", ""100-2019-ND-CP:d82""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.75,0.0556,"[""100-2019-ND-CP:d37"", ""168-2024-ND-CP:d39"", ""100-2019-ND-CP:d6"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d23"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d9"", ""168-2024-ND-CP:d20""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.5,0.0588,"[""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d18"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d16"", ""100-2019-ND-CP:d25"", ""100-2019-ND-CP:d30"", ""100-2019-ND-CP:d33"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d35""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
388,"[""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6"", ""36-2024-QH15:d15"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8"", ""36-2024-QH15:d18""]",0,0.0,0,0.0,1,0.3333,1,0.6667,1,0.6667,1,0.6667,0.25,"[""36-2024-QH15:d15"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d6"", ""36-2024-QH15:d14"", ""100-2019-ND-CP:d34"", ""36-2024-QH15:d18""]",1,0.3333,1,0.3333,1,0.3333,1,0.6667,1,0.6667,1,0.6667,1.0,"[""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d7"", ""168-2024-ND-CP:d6"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d9"", ""100-2019-ND-CP:d8"", ""100-2019-ND-CP:d60"", ""168-2024-ND-CP:d21""]",0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.5,"[""100-2019-ND-CP:d9"", ""168-2024-ND-CP:d10"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d35"", ""36-2024-QH15:d11"", ""100-2019-ND-CP:d33"", ""36-2024-QH15:d25"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d5"", ""168-2024-ND-CP:d9""]",0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.6667,0.2
389,"[""100-2019-ND-CP:d66"", ""168-2024-ND-CP:d8"", ""100-2019-ND-CP:d9"", ""100-2019-ND-CP:d5"", ""100-2019-ND-CP:d6"", ""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d7"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d45"", ""36-2024-QH15:d34""]",0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.1667,"[""100-2019-ND-CP:d9"", ""100-2019-ND-CP:d45"", ""100-2019-ND-CP:d46"", ""100-2019-ND-CP:d66"", ""36-2024-QH15:d25"", ""168-2024-ND-CP:d10"", ""168-2025-ND:d83"", ""59-2020-QH14:d211"", ""59-2020-QH14:d190"", ""59-2020-QH14:d188""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.037,"[""168-2024-ND-CP:d6"", ""168-2024-ND-CP:d13"", ""100-2019-ND-CP:d36"", ""100-2019-ND-CP:d45"", ""168-2024-ND-CP:d8"", ""168-2024-ND-CP:d38"", ""100-2019-ND-CP:d23"", ""100-2019-ND-CP:d24"", ""168-2024-ND-CP:d20"", ""100-2019-ND-CP:d5""]",1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,1.0,"[""100-2019-ND-CP:d66"", ""100-2019-ND-CP:d23"", ""36-2024-QH15:d33"", ""36-2024-QH15:d12"", ""100-2019-ND-CP:d10"", ""168-2024-ND-CP:d15"", ""168-2024-ND-CP:d28"", ""100-2019-ND-CP:d7"", ""100-2019-ND-CP:d33"", ""100-2019-ND-CP:d21""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0.0769
